,original_name,company_name,average_amount_of_letters,average_amount_of_syllables,abcde,middle,vwxyz,vowel_to_length_ratio,most repetitions,spelling_errors,is_short_name,sound
4540,Adforce Inc,adforce,7.0,2.0,1,0,0,0.42857142857142855,1,1.0,1,a310
4541,Anfield Dynamic Fixed Income ETF,anfield dynamic fixed income,6.25,2.0,1,0,0,0.44,4,0.25,0,a510
4542,ADF Group Inc,adf,3.0,1.0,1,0,0,0.3333333333333333,1,0.0,1,a310
4543,American Defense Systems Inc,american defense systems,7.333333333333333,2.6666666666666665,1,0,0,0.4090909090909091,5,0.0,0,a506
4544,Adfitech Inc,adfitech,8.0,3.0,1,0,0,0.375,1,1.0,1,a310
4545,Adams Drug Inc,adams drug,4.5,1.5,1,0,0,0.3333333333333333,2,0.0,1,a305
4546,American DG Energy Inc,american dg energy,5.333333333333333,2.6666666666666665,1,0,0,0.4375,3,0.0,0,a506
4547,Adams Golf Inc.,adams golf,4.5,1.5,1,0,0,0.3333333333333333,2,0.0,1,a305
4548,Standard Metals Corp,standard metals,7.0,2.0,0,1,0,0.2857142857142857,3,0.0,1,s305
4549,Allied Defense Group Inc. (The),allied defense,6.5,2.0,1,0,0,0.46153846153846156,4,0.0,1,d010
4550,ASD Group Inc,asd,3.0,1.0,1,0,0,0.3333333333333333,1,1.0,1,a230
4551,AllDigital Holdings Inc,alldigital,10.0,4.0,1,0,0,0.4,3,1.0,1,a430
4552,Adagio Medical Holdings Inc,adagio medical,6.5,3.5,1,0,0,0.5384615384615384,3,0.0,1,m030
4553,American Diagnostics Corp,american diagnostics,9.5,4.0,1,0,0,0.42105263157894735,3,0.0,1,d025
4554,Advantego Corp,advantego,9.0,4.0,1,0,0,0.4444444444444444,2,1.0,1,a310
4555,AdAl Group Inc,adal,4.0,2.0,1,0,0,0.5,2,0.0,1,a304
4556,Advantage Health Corp,advantage health,7.5,2.0,1,0,0,0.4,4,0.0,1,a310
4557,Alcobra Ltd,alcobra,7.0,3.0,1,0,0,0.42857142857142855,2,1.0,1,a420
4558,Analog Devices Inc,analog devices,6.5,3.0,1,0,0,0.46153846153846156,2,0.0,1,d010
4559,Adia Services Inc,adia services,6.0,3.0,1,0,0,0.5,2,0.5,1,s061
4560,Advanced Digital Information Corp,advanced digital information,8.666666666666666,3.0,1,0,0,0.4230769230769231,4,0.0,0,i510
4561,ADVA International Inc,adva international,8.5,3.5,1,0,0,0.47058823529411764,4,0.5,1,i530
4562,Adial Pharmaceuticals Inc,adial pharmaceuticals,10.0,3.5,1,0,0,0.45,5,0.5,1,p065
4563,Anadite Inc,anadite,7.0,3.0,1,0,0,0.5714285714285714,2,1.0,1,a503
4564,SmartETFs Asia Pacific Dividend Builder ETF,smartetfs asia pacific dividend builder,7.0,2.4,0,1,0,0.4,6,0.2,0,s506
4565,Arrow EC Equity Advantage Alternative Fund,arrow ec equity advantage alternative,6.6,2.6,1,0,0,0.48484848484848486,6,0.0,0,a430
4566,American Adjustable Rate Term Trust Inc 1995,american adjustable rate term trust,6.2,2.2,1,0,0,0.3870967741935484,5,0.0,0,a320
4567,Adjustable Rate MBS Trust,adjustable rate mbs trust,5.5,1.75,1,0,0,0.3181818181818182,4,0.25,0,a320
4568,Allied Digital Technologies,allied digital technologies,8.333333333333334,3.0,1,0,0,0.44,4,0.0,0,t020
4569,Adirondack Trust Co,adirondack trust,7.5,2.5,1,0,0,0.3333333333333333,2,0.0,1,a306
4570,Admiral Corp,admiral,7.0,3.0,1,0,0,0.42857142857142855,2,0.0,1,a350
4571,Adventure Lands of America,adventure lands of america,5.75,2.25,1,0,0,0.43478260869565216,4,0.0,0,a310
4572,American Medical Technologies Inc,american medical technologies,9.0,3.6666666666666665,1,0,0,0.4444444444444444,4,0.0,0,t020
4573,Adolor Corp,adolor,6.0,3.0,1,0,0,0.5,2,1.0,1,a304
4574,Alaris Equity Partners Income Trust,alaris equity partners income trust,6.2,2.2,1,0,0,0.41935483870967744,4,0.2,0,p063
4575,Advanced Life Sciences Holdings Inc,advanced life sciences,6.666666666666667,2.0,1,0,0,0.4,4,0.0,0,a310
4576,Archer-Daniels-Midland Co,archerdanielsmidland,20.0,6.0,1,0,0,0.35,3,1.0,1,a620
4577,ADMA Biologics Inc,adma biologics,6.5,3.0,1,0,0,0.46153846153846156,2,0.5,1,b040
4578,Aptus Drawdown Managed Equity ETF,aptus drawdown managed equity,6.5,2.25,1,0,0,0.4230769230769231,4,0.25,0,d603
4579,Advanced Materials Group Inc,advanced materials,8.5,3.0,1,0,0,0.4117647058823529,4,0.0,1,m030
4580,Admiralty Holding,admiralty,9.0,4.0,1,0,0,0.4444444444444444,2,0.0,1,a350
4581,Archangel Diamond Corp,archangel diamond,8.0,2.5,1,0,0,0.375,3,0.0,1,a620
4582,Admar Group Inc,admar,5.0,2.0,1,0,0,0.4,2,1.0,1,a350
4583,Adamas Pharmaceuticals Inc,adamas pharmaceuticals,10.5,4.0,1,0,0,0.42857142857142855,6,0.0,1,p065
4584,ADM Tronics Unlimited Inc,adm tronics unlimited,6.333333333333333,2.3333333333333335,1,0,0,0.3684210526315789,3,0.3333333333333333,0,u540
4585,Advent Technologies Holdings Inc,advent technologies,9.0,3.0,1,0,0,0.3888888888888889,3,0.0,1,t020
4586,Audience Inc,audience,8.0,3.0,1,0,0,0.625,2,0.0,1,a030
4587,Alden Electronics Inc,alden electronics,8.0,3.0,1,0,0,0.375,3,0.0,1,e402
4588,Adient plc,adient,6.0,2.0,1,0,0,0.5,1,0.0,1,a305
4589,Auto Data Network Inc,auto data network,5.0,2.0,1,0,0,0.4666666666666667,3,0.0,0,n030
4590,Adomani Inc -Old,adomani old,5.0,2.5,1,0,0,0.5,2,0.5,1,a305
4591,Advanced Optics Electronics,advanced optics electronics,8.333333333333334,2.6666666666666665,1,0,0,0.36,4,0.0,0,e402
4592,Automatic Data Processing Inc,automatic data processing,7.666666666666667,3.0,1,0,0,0.43478260869565216,4,0.0,0,p602
4593,Allied Products,allied products,7.0,2.0,1,0,0,0.35714285714285715,2,0.0,1,p603
4594,American Dental Partners Inc,american dental partners,7.333333333333333,2.6666666666666665,1,0,0,0.36363636363636365,4,0.0,0,a506
4595,Adaptive Biotechnologies Corp,adaptive biotechnologies,11.5,4.5,1,0,0,0.4782608695652174,3,0.0,1,b030
4596,Adeptus Health Inc,adeptus health,6.5,2.0,1,0,0,0.38461538461538464,2,0.5,1,a301
4597,Adaptiv Select ETF,adaptiv select,6.5,2.5,1,0,0,0.38461538461538464,2,0.5,1,a301
4598,Adaptive Solutions Inc,adaptive solutions,8.5,3.0,1,0,0,0.47058823529411764,2,0.0,1,s040
4599,Aderis Pharmaceuticals Inc,aderis pharmaceuticals,10.5,4.0,1,0,0,0.42857142857142855,4,0.5,1,p065
4600,Artisan Drilling Ltd,artisan drilling,7.5,2.5,1,0,0,0.3333333333333333,3,0.0,1,d604
4601,Applied Data Research Inc,applied data research,6.333333333333333,2.0,1,0,0,0.42105263157894735,4,0.0,0,r020
4602,Invesco BLDRS Asia 50 ADR Index Fund,invesco bldrs asia adr index,4.8,1.8,0,1,0,0.375,3,0.6,0,i510
4603,Invesco BLDRS Developed Markets 100 ADR Index Fund,invesco bldrs developed markets adr index,6.0,2.0,0,1,0,0.3333333333333333,6,0.5,0,d010
4604,Invesco BLDRS Emerging Markets 50 ADR Index Fund,invesco bldrs emerging markets adr index,5.833333333333333,2.0,0,1,0,0.3142857142857143,5,0.5,0,e506
4605,Amador Gold Corp,amador gold,5.0,2.0,1,0,0,0.4,2,0.0,1,a503
4606,Koninklijke Ahold Delhaize NV,koninklijke ahold delhaize,8.0,2.6666666666666665,0,1,0,0.4166666666666667,3,0.6666666666666666,0,k050
4607,Aduro BioTech Inc,aduro biotech,6.0,3.0,1,0,0,0.5,2,0.5,1,b030
4608,Invesco BLDRS Europe Select ADR Index Fund,invesco bldrs europe select adr index,5.333333333333333,1.8333333333333333,0,1,0,0.375,6,0.5,0,i510
4609,Andrx Corp,andrx,5.0,1.0,1,0,0,0.2,1,1.0,1,a536
4610,Allied Mills Inc,allied mills,5.5,1.5,1,0,0,0.36363636363636365,4,0.0,1,a403
4611,Applied Digital Data Systems,applied digital data systems,6.25,2.25,1,0,0,0.4,4,0.0,0,a140
4612,Alliance Data Systems Corp -Pro Forma,alliance data systems pro forma,5.4,2.0,1,0,0,0.4074074074074074,5,0.0,0,a405
4613,Atlantic Data Services Inc,atlantic data services,6.666666666666667,2.6666666666666665,1,0,0,0.4,4,0.0,0,a340
4614,Addison-Davis Daignostics Inc,addisondavis daignostics,11.5,4.0,1,0,0,0.391304347826087,4,1.0,1,a302
4615,ADS TEC ENERGY PLC,ads tec energy,4.0,1.6666666666666667,1,0,0,0.4166666666666667,3,0.0,0,e506
4616,ADS Tactical Inc,ads tactical,5.5,2.0,1,0,0,0.36363636363636365,3,0.0,1,t023
4617,American Disposal Services Inc,american disposal services,8.0,3.3333333333333335,1,0,0,0.4166666666666667,4,0.0,0,a506
4618,Autodesk Inc,autodesk,8.0,3.0,1,0,0,0.5,1,1.0,1,a030
4619,Advanced Systems Intl Inc,advanced systems intl,6.333333333333333,1.6666666666666667,1,0,0,0.3157894736842105,3,0.0,0,a310
4620,Addison-Wesley Publications,addisonwesley publications,12.5,4.5,1,0,0,0.44,3,0.5,1,a302
4621,Amdisco Corp,amdisco,7.0,3.0,1,0,0,0.42857142857142855,1,1.0,1,a530
4622,Ariel Corp,ariel,5.0,3.0,1,0,0,0.6,1,0.0,1,a604
4623,AdStar Inc,adstar,6.0,2.0,1,0,0,0.3333333333333333,2,1.0,1,a323
4624,Allied Security Innovations Inc,allied security innovations,8.333333333333334,3.3333333333333335,1,0,0,0.48,4,0.0,0,i501
4625,Advanced Disposal Services Inc,advanced disposal services,8.0,2.6666666666666665,1,0,0,0.375,4,0.0,0,a310
4626,ADT Inc,adt,3.0,1.0,1,0,0,0.3333333333333333,1,0.0,1,a300
4627,Advanced Deposition Technology Inc,advanced deposition technology,9.333333333333334,3.3333333333333335,1,0,0,0.42857142857142855,4,0.0,0,d010
4628,AdTheorent Holding Company Inc,adtheorent company,8.5,3.0,1,0,0,0.4117647058823529,2,0.5,1,a306
4629,ADTRAN Holdings Inc,adtran,6.0,2.0,1,0,0,0.3333333333333333,2,1.0,1,a360
4630,Alliance Media Holdings Inc,alliance media,6.5,3.0,1,0,0,0.5384615384615384,3,0.0,1,a405
4631,CGEN Digital Media Co Ltd,cgen digital media,5.333333333333333,2.3333333333333335,1,0,0,0.4375,3,0.3333333333333333,0,d020
4632,Aditxt Inc,aditxt,6.0,2.0,1,0,0,0.3333333333333333,2,1.0,1,a303
4633,Amdura Corp,amdura,6.0,3.0,1,0,0,0.5,2,1.0,1,a530
4634,Associated Products Inc,associated products,9.0,3.5,1,0,0,0.3888888888888889,3,0.0,1,a202
4635,Audec Corp,audec,5.0,2.0,1,0,0,0.6,1,1.0,1,a030
4636,Addus HomeCare Corp,addus homecare,6.5,2.0,1,0,0,0.46153846153846156,2,1.0,1,h050
4637,Advantage Solutions Inc,advantage solutions,9.0,3.0,1,0,0,0.4444444444444444,3,0.0,1,a310
4638,Advest Group Inc,advest,6.0,2.0,1,0,0,0.3333333333333333,1,1.0,1,a310
4639,Addenda Capital Inc,addenda capital,7.0,3.0,1,0,0,0.42857142857142855,4,0.0,1,a305
4640,Advanced Biomed Inc,advanced biomed,7.0,2.5,1,0,0,0.42857142857142855,3,0.5,1,a310
4641,Advanta Corp,advanta,7.0,3.0,1,0,0,0.42857142857142855,3,1.0,1,a310
4642,Advance Circuits Inc,advance circuits,7.5,2.0,1,0,0,0.4,3,0.0,1,c062
4643,Advant-E Corp,advante,7.0,2.0,1,0,0,0.42857142857142855,2,1.0,1,a310
4644,Matthews Asia Dividend Active ETF,matthews asia dividend active,6.5,2.25,0,1,0,0.4230769230769231,4,0.0,0,m030
4645,Advantage Cos Inc,advantage cos,6.0,2.0,1,0,0,0.4166666666666667,3,0.0,1,a310
4646,Adverum Biotechnologies Inc,adverum biotechnologies,11.0,4.5,1,0,0,0.45454545454545453,3,0.5,1,b030
4647,AdvancePCS,advancepcs,10.0,3.0,1,0,0,0.3,2,1.0,1,a310
4648,Advanced Viral Research Corp,advanced viral research,7.0,2.0,1,0,0,0.38095238095238093,4,0.0,0,a310
4649,Advent Software Inc.,advent software,7.0,2.0,1,0,0,0.35714285714285715,2,0.0,1,s013
4650,Advantage Life Products,advantage life products,7.0,2.0,1,0,0,0.38095238095238093,3,0.0,0,a310
4651,Natunola Agritech Inc,natunola agritech,8.0,3.5,0,1,0,0.4375,3,1.0,1,n030
4652,Adventus Mining Corp,adventus mining,7.0,2.5,1,0,0,0.35714285714285715,3,0.5,1,a310
4653,Andrew Peller Ltd,andrew peller,6.0,2.0,1,0,0,0.3333333333333333,3,0.0,1,a536
4654,Advanced Cellular Technology Inc,advanced cellular technology,8.666666666666666,3.0,1,0,0,0.38461538461538464,4,0.0,0,t020
4655,Adams Diversified Equity Fund Inc,adams diversified equity,7.333333333333333,3.0,1,0,0,0.5,4,0.0,0,d010
4656,Adexa Inc,adexa,5.0,3.0,1,0,0,0.6,2,1.0,1,a302
4657,Adex Mining Inc,adex mining,5.0,2.0,1,0,0,0.4,2,0.5,1,m050
4658,Addex Therapeutics Ltd,addex therapeutics,8.5,3.0,1,0,0,0.4117647058823529,3,0.5,1,t060
4659,Ayala Pharmaceuticals Inc,ayala pharmaceuticals,10.0,4.0,1,0,0,0.5,6,0.0,1,p065
4660,Advaxis Inc -old,advaxis old,5.0,2.0,1,0,0,0.4,2,0.5,1,a310
4661,Feihe International Inc,feihe international,9.0,3.0,0,1,0,0.5,3,0.5,1,i530
4662,Astradyne Computer Industries Inc,astradyne computer industries,9.0,3.0,1,0,0,0.4074074074074074,3,0.3333333333333333,0,i530
4663,Aradyme Corp,aradyme,7.0,3.0,1,0,0,0.5714285714285714,2,1.0,1,a603
4664,Avidyn Inc,avidyn,6.0,3.0,1,0,0,0.5,1,1.0,1,a103
4665,Andyne Computing Ltd,andyne computing,7.5,2.5,1,0,0,0.4,3,0.5,1,c051
4666,Adeza Biomedical Corp,adeza biomedical,7.5,4.0,1,0,0,0.5333333333333333,3,0.5,1,b050
4667,Adams Resources & Energy Inc.,adams resources energy,6.666666666666667,2.6666666666666665,1,0,0,0.45,4,0.0,0,r020
4668,Acclaim Energy Trust,acclaim energy trust,6.0,2.0,1,0,0,0.3888888888888889,2,0.0,0,a240
4669,Advance America Cash Advance Centers Inc,advance america cash advance centers,6.4,2.2,1,0,0,0.40625,7,0.0,0,a310
4670,Associated Estates Realty Corp,associated estates realty,7.666666666666667,3.3333333333333335,1,0,0,0.4782608695652174,4,0.0,0,a202
4671,American Pacesetter,american pacesetter,9.0,3.5,1,0,0,0.4444444444444444,4,0.0,1,p020
4672,Artisan Energy Corp,artisan energy,6.5,3.0,1,0,0,0.46153846153846156,2,0.0,1,a630
4673,American Education Corp (The),american education,8.5,4.0,1,0,0,0.5294117647058824,3,0.0,1,e302
4674,AEC Inc,aec,3.0,1.0,1,0,0,0.6666666666666666,1,0.0,1,a020
4675,Eknowledge Group Inc,eknowledge,10.0,3.0,1,0,0,0.4,3,1.0,1,e250
4676,American Electrical Components,american electrical components,9.333333333333334,3.6666666666666665,1,0,0,0.39285714285714285,4,0.0,0,e402
4677,Atlas Energy Ltd,atlas energy,5.5,2.5,1,0,0,0.45454545454545453,2,0.0,1,e506
4678,Allied Domecq PLC (New),allied domecq,6.0,2.0,1,0,0,0.4166666666666667,2,0.5,1,a403
4679,American Energy Development Corp,american energy development,8.333333333333334,3.6666666666666665,1,0,0,0.44,6,0.0,0,d010
4680,American Educational Computer,american educational computer,9.0,4.0,1,0,0,0.48148148148148145,4,0.0,0,e302
4681,Ameren Corporation,ameren,6.0,3.0,1,0,0,0.5,2,1.0,1,a506
4682,Union Electric Co,union electric,6.5,2.5,0,1,0,0.46153846153846156,2,0.0,1,e402
4683,AmerenEnergy Generating Co,amerenenergy generating,11.0,5.0,1,0,0,0.45454545454545453,6,0.5,1,a506
4684,Missouri Utilities,missouri utilities,8.5,3.5,0,1,0,0.5294117647058824,5,0.0,1,u304
4685,Missouri Edison,missouri edison,7.0,3.0,0,1,0,0.5,3,0.0,1,m020
4686,Missouri Power & Light,missouri power light,6.0,2.0,0,1,0,0.3888888888888889,3,0.0,0,m020
4687,Aileen Inc,aileen,6.0,2.0,1,0,0,0.6666666666666666,2,0.0,1,a040
4688,Asia Equity Exchange Group Inc,asia equity exchange,6.0,2.3333333333333335,1,0,0,0.5555555555555556,3,0.0,0,e205
4689,abrdn Emerging Markets ex-China Fund Inc,abrdn emerging markets exchina,6.75,2.25,1,0,0,0.3333333333333333,4,0.5,0,e506
4690,Alliance Global Environment Fund,alliance global environment,8.333333333333334,3.0,1,0,0,0.4,4,0.0,0,e510
4691,ARC STRATEGIC Energy Fund,arc strategic energy,6.0,2.3333333333333335,1,0,0,0.3888888888888889,3,0.0,0,s360
4692,Aegon Ltd,aegon,5.0,2.0,1,0,0,0.6,1,1.0,1,a020
4693,Transamerica Advisors Life Insurance Co,transamerica advisors life insurance,8.25,3.0,0,1,0,0.42424242424242425,5,0.25,0,t605
4694,AEGEA Inc-Old,aegea old,4.0,1.5,1,0,0,0.625,2,0.5,1,a020
4695,American Energy Group Ltd. (The),american energy,7.0,3.5,1,0,0,0.5,3,0.0,1,a506
4696,Aegion Corp,aegion,6.0,2.0,1,0,0,0.6666666666666666,1,1.0,1,a020
4697,Aegerion Pharmaceuticals Inc,aegerion pharmaceuticals,11.5,4.0,1,0,0,0.4782608695652174,4,0.5,1,p065
4698,Aecon Group Inc,aecon,5.0,2.0,1,0,0,0.6,1,1.0,1,a020
4699,American Eagle Tankers Inc,american eagle tankers,6.666666666666667,2.6666666666666665,1,0,0,0.45,4,0.0,0,a506
4700,Allegiance Corp,allegiance,10.0,3.0,1,0,0,0.5,2,0.0,1,a402
4701,Antelope Enterprise Holdings Ltd,antelope enterprise,9.0,3.0,1,0,0,0.4444444444444444,5,0.0,1,e530
4702,Aehr Test Systems,aehr test systems,5.0,1.3333333333333333,1,0,0,0.3333333333333333,4,0.3333333333333333,0,s023
4703,Asia Electronics Holding Co Inc,asia electronics,7.5,3.0,1,0,0,0.4666666666666667,2,0.0,1,e402
4704,Alset Inc,alset,5.0,2.0,1,0,0,0.4,1,1.0,1,a420
4705,Air Express International Corp,air express international,7.666666666666667,2.6666666666666665,1,0,0,0.43478260869565216,3,0.0,0,i530
4706,American Eagle Resources Inc,american eagle resources,7.333333333333333,3.0,1,0,0,0.5,5,0.0,0,r020
4707,Advanced Energy Industries Inc,advanced energy industries,8.0,2.6666666666666665,1,0,0,0.4166666666666667,4,0.0,0,i530
4708,American National Group Inc,american national,8.0,3.5,1,0,0,0.5,4,0.0,1,a506
4709,AEL Industries,ael industries,6.5,2.0,1,0,0,0.46153846153846156,2,0.5,1,i530
4710,Agnico Eagle Mines Ltd,agnico eagle mines,5.333333333333333,2.0,1,0,0,0.5,3,0.3333333333333333,0,a250
4711,American Century Emerging Markets Bond ETF,american century emerging markets,7.5,3.0,1,0,0,0.4,5,0.0,0,a506
4712,Aethlon Medical Inc,aethlon medical,7.0,2.5,1,0,0,0.42857142857142855,2,0.5,1,a030
4713,American Public Energy Co,american public energy,6.666666666666667,3.0,1,0,0,0.45,3,0.0,0,a506
4714,AMC Entertainment Inc -Old,amc entertainment old,6.333333333333333,2.6666666666666665,1,0,0,0.3684210526315789,3,0.0,0,e530
4715,Advanced Engine Technologies,advanced engine technologies,8.666666666666666,2.6666666666666665,1,0,0,0.4230769230769231,5,0.0,0,t020
4716,Alliance Entertainment Holding Corp,alliance entertainment,10.5,3.5,1,0,0,0.42857142857142855,4,0.0,1,e530
4717,Aenza SAA,aenza saa,4.0,1.5,1,0,0,0.625,4,0.5,1,a052
4718,American Eagle Outfitters Inc.,american eagle outfitters,7.666666666666667,3.0,1,0,0,0.4782608695652174,4,0.0,0,o031
4719,Alexander Energy Corp,alexander energy,7.5,3.5,1,0,0,0.4666666666666667,4,0.0,1,a402
4720,AEON Biopharma Inc,aeon biopharma,6.5,2.0,1,0,0,0.5384615384615384,3,0.5,1,b010
4721,American Electric Power Co Inc,american electric power,7.0,3.0,1,0,0,0.42857142857142855,4,0.0,0,a506
4722,Appalachian Power,appalachian power,8.0,3.0,1,0,0,0.4375,4,0.0,1,a104
4723,Aep Generating Co,aep generating,6.5,2.5,1,0,0,0.46153846153846156,3,0.5,1,g050
4724,AEP Texas Central Co,aep texas central,5.0,1.6666666666666667,1,0,0,0.4,3,0.3333333333333333,0,c053
4725,Public Service Co of Oklahoma,public service of oklahoma,5.75,2.25,0,1,0,0.43478260869565216,3,0.0,0,o240
4726,Southwestern Electric Power Co,southwestern electric power,8.333333333333334,2.6666666666666665,0,1,0,0.36,5,0.0,0,s030
4727,AEP Texas North Co,aep texas north,4.333333333333333,1.3333333333333333,1,0,0,0.38461538461538464,2,0.3333333333333333,0,t020
4728,Indiana Michigan Power Co,indiana michigan power,6.666666666666667,3.0,0,1,0,0.45,4,0.0,0,m020
4729,Kingsport Power Co,kingsport power,7.0,2.0,0,1,0,0.2857142857142857,2,0.0,1,k052
4730,Kentucky Power,kentucky power,6.5,2.5,0,1,0,0.38461538461538464,2,0.0,1,k053
4731,Ohio Power,ohio power,4.5,2.5,0,1,0,0.5555555555555556,3,0.0,1,p060
4732,Michigan Power Co,michigan power,6.5,2.5,0,1,0,0.38461538461538464,2,0.0,1,m020
4733,Wheeling Power Co,wheeling power,6.5,2.0,0,0,1,0.38461538461538464,3,0.0,1,w040
4734,Columbus Southern Power Corp,columbus southern power,7.0,2.3333333333333335,1,0,0,0.38095238095238093,3,0.0,0,c040
4735,Southern Ohio Coal Co,southern ohio coal,5.333333333333333,2.0,0,1,0,0.5,4,0.0,0,s030
4736,AEP Industries Inc,aep industries,6.5,2.0,1,0,0,0.46153846153846156,2,0.5,1,i530
4737,American Equity Investment Trust,american equity investment trust,7.25,2.75,1,0,0,0.41379310344827586,5,0.0,0,i510
4738,AerCap Holdings NV,aercap,6.0,2.0,1,0,0,0.5,2,1.0,1,a062
4739,Aero-Flow Dynamics Inc,aeroflow dynamics,8.0,3.0,1,0,0,0.4375,2,0.5,1,a060
4740,Aegis Realty Inc,aegis realty,5.5,2.5,1,0,0,0.5454545454545454,2,0.0,1,r043
4741,Aearo Technologies Inc,aearo technologies,8.5,3.0,1,0,0,0.5294117647058824,3,0.5,1,t020
4742,Applied Energetics Inc,applied energetics,8.5,3.0,1,0,0,0.4117647058823529,4,0.0,1,e506
4743,Aerie Pharmaceuticals Inc,aerie pharmaceuticals,10.0,3.5,1,0,0,0.5,4,0.0,1,p065
4744,Aerial Communications Inc,aerial communications,10.0,4.0,1,0,0,0.5,3,0.0,1,c050
4745,AER Energy Resources Inc,aer energy resources,6.0,2.3333333333333335,1,0,0,0.5,5,0.0,0,r020
4746,AeroGrow International Inc,aerogrow international,10.5,4.0,1,0,0,0.47619047619047616,3,0.5,1,i530
4747,Aero Performance Products Inc,aero performance products,7.666666666666667,2.3333333333333335,1,0,0,0.391304347826087,4,0.0,0,p061
4748,Aero Systems Engineering Inc,aero systems engineering,7.333333333333333,2.6666666666666665,1,0,0,0.45454545454545453,5,0.0,0,e520
4749,Aeries Technology Inc,aeries technology,8.0,3.0,1,0,0,0.5,3,0.0,1,t020
4750,Advanced Environmental Recycling Technologies Inc,advanced environmental recycling technologies,10.5,3.75,1,0,0,0.38095238095238093,6,0.0,0,e510
4751,AES Corp (The),aes,3.0,1.0,1,0,0,0.6666666666666666,1,0.0,1,a020
4752,Cilcorp Inc,cilcorp,7.0,2.0,1,0,0,0.2857142857142857,2,1.0,1,c042
4753,Central Illinois Light Co,central illinois light,6.666666666666667,2.0,1,0,0,0.35,4,0.0,0,i405
4754,Ameren Illinois Co,ameren illinois,7.0,3.0,1,0,0,0.5,3,0.5,1,i405
4755,IPALCO Enterprises Inc.,ipalco enterprises,8.5,3.5,0,1,0,0.4117647058823529,3,0.5,1,e530
4756,DPL Inc.,dpl,3.0,1.0,1,0,0,0.0,1,1.0,1,d140
4757,Atlas Energy Solutions Inc,atlas energy solutions,6.666666666666667,2.6666666666666665,1,0,0,0.45,3,0.0,0,s040
4758,Anaerobic Energy Systems Inc,anaerobic energy systems,7.333333333333333,3.0,1,0,0,0.45454545454545453,4,0.0,0,a506
4759,Aero Systems Inc,aero systems,5.5,2.0,1,0,0,0.45454545454545453,3,0.0,1,s023
4760,AESP Inc,aesp,4.0,1.0,1,0,0,0.5,1,1.0,1,a021
4761,Anfield US Equity Sector Rotation ETF,anfield us equity sector rotation,5.8,2.2,1,0,0,0.4827586206896552,4,0.2,0,r030
4762,Aetna Inc.,aetna,5.0,2.0,1,0,0,0.6,2,0.0,1,a035
4763,Applied Extrusion Technologies Inc,applied extrusion technologies,9.333333333333334,3.0,1,0,0,0.42857142857142855,4,0.0,0,t020
4764,Bitwise Trendwise Ether and Treasuries Rotation Strategy ETF,bitwise trendwise ether and treasuries rotation strategy,7.142857142857143,2.2857142857142856,1,0,0,0.42,8,0.14285714285714285,0,t602
4765,American Electric Technologies Inc,american electric technologies,9.333333333333334,3.6666666666666665,1,0,0,0.42857142857142855,5,0.0,0,t020
4766,ARC Resources Ltd,arc resources,6.0,2.0,1,0,0,0.4166666666666667,3,0.0,1,r020
4767,Aeva Technologies Inc,aeva technologies,8.0,3.0,1,0,0,0.5,3,0.5,1,t020
4768,NETS AEX Index Fund - The Netherlands,nets aex index the netherlands,5.2,1.6,0,1,0,0.34615384615384615,6,0.2,0,n030
4769,AudioEye Inc,audioeye,8.0,1.0,1,0,0,0.875,2,1.0,1,a030
4770,ADDvantage Technologies Group Inc,addvantage technologies,11.0,3.5,1,0,0,0.4090909090909091,3,0.5,1,t020
4771,Arsenal Energy Inc,arsenal energy,6.5,3.0,1,0,0,0.46153846153846156,3,0.0,1,a620
4772,American Oil & Gas Inc,american oil gas,4.666666666666667,2.0,1,0,0,0.5,3,0.0,0,a506
4773,Astoria Financial Corp,astoria financial,8.0,3.5,1,0,0,0.5,4,0.0,1,f050
4774,Argentina Fund Inc (The),argentina,9.0,4.0,1,0,0,0.4444444444444444,2,0.0,1,a620
4775,Almost Family Inc,almost family,6.0,2.5,1,0,0,0.4166666666666667,2,0.0,1,a450
4776,AF Ocean Investment Management Co,af ocean investment management,6.75,2.25,1,0,0,0.4074074074074074,5,0.0,0,i510
4777,AFA Protective Systems Inc,afa protective systems,6.666666666666667,2.3333333333333335,1,0,0,0.4,3,0.0,0,p603
4778,Arden Industrial Products Inc,arden industrial products,7.666666666666667,2.6666666666666665,1,0,0,0.34782608695652173,3,0.0,0,i530
4779,AllianceBernstein National Municipal Income Fund Inc,alliancebernstein national municipal income,10.0,3.5,1,0,0,0.45,7,0.25,0,a405
4780,Advance Financial Bancorp,advance financial bancorp,7.666666666666667,2.3333333333333335,1,0,0,0.391304347826087,5,0.3333333333333333,0,f050
4781,Affinity Bancshares Inc,affinity bancshares,9.0,3.0,1,0,0,0.3888888888888889,3,0.5,1,b052
4782,Albemarle First Bank,albemarle first bank,6.0,1.6666666666666667,1,0,0,0.3333333333333333,3,0.0,0,a410
4783,Affiliated Bankshares of Colorado Inc,affiliated bankshares of colorado,7.5,3.0,1,0,0,0.43333333333333335,5,0.25,0,a104
4784,Asia Fiber Holdings Ltd,asia fiber,4.5,2.0,1,0,0,0.5555555555555556,2,0.0,1,f010
4785,American Fructose,american fructose,8.0,3.0,1,0,0,0.4375,2,0.0,1,a506
4786,Athens Bancshares Corp,athens bancshares,8.0,2.0,1,0,0,0.3125,3,0.5,1,b052
